iso3,ccy,month,effective_rate,crypto_shadow_rate,Y,cpi,m2_growth,reserves_gdp,policy_rate,kaopen
KEN,KES,2019/4/1,101.0656667,88.16630567,0.136545603,3.71724231,10.66909165,8.043445827,9,0.701224625
KEN,KES,2019/5/1,101.1506692,81.44050619,0.216738411,3.488599614,8.819672054,10.06892764,9,0.701224625
KEN,KES,2019/6/1,101.6888579,84.00711919,0.191016191,4.836545932,9.449103562,9.145946589,9,0.701224625
KEN,KES,2019/7/1,103.1571618,88.33808592,0.155082329,6.096522769,7.541741295,9.609890759,9,0.701224625
KEN,KES,2019/8/1,103.2979233,89.90710189,0.138840336,5.985154179,6.712731961,9.544344407,9,0.701224625
KEN,KES,2019/9/1,103.8001852,93.54710941,0.104002602,5.076264955,7.063454992,9.580456975,9,0.701224625
KEN,KES,2019/10/1,103.6667351,96.54566211,0.071165205,6.26890373,7.830186023,9.316987419,9,0.701224625
KEN,KES,2019/11/1,102.3875073,91.22781933,0.115404819,7.098927974,6.283830825,9.12130442,9,0.701224625
KEN,KES,2019/12/1,101.5010681,86.09418615,0.164627437,7.157037108,6.017497589,9.0850931,8.5,0.701224625
KEN,KES,2020/1/1,101.0910963,89.0308922,0.127038641,7.385222888,6.058905032,8.798139801,8.5,0.701224625
KEN,KES,2020/2/1,100.7948297,88.0181916,0.135543546,7.173701153,8.370816262,8.67262883,8.25,0.701224625
KEN,KES,2020/3/1,103.7401757,85.8944962,0.188769708,5.842704695,7.684539957,8.555048107,8.25,0.701224625
KEN,KES,2020/4/1,106.4117307,92.10091627,0.14443093,6.010283773,8.902303532,8.279296196,7.25,0.701224625
KEN,KES,2020/5/1,106.6756985,85.56497659,0.22051733,5.330630707,9.997778924,9.648342682,7,0.701224625
KEN,KES,2020/6/1,106.4033336,87.62541793,0.194165792,4.585570344,9.121006699,9.64991172,7,0.701224625
KEN,KES,2020/7/1,107.2666436,90.7544271,0.167160475,4.359874718,11.14279329,9.550252273,7,0.701224625
KEN,KES,2020/8/1,108.1384725,93.08037692,0.149949171,4.358406165,11.07115342,9.111792272,7,0.701224625
KEN,KES,2020/9/1,108.407861,90.74899692,0.177803185,4.19831515,10.6400108,8.683956577,7,0.701224625
KEN,KES,2020/10/1,108.6381793,94.43926059,0.140066022,4.841879527,11.70161928,8.28544433,7,0.701224625
KEN,KES,2020/11/1,109.2477871,96.48368438,0.124244658,5.333939848,14.11347385,8.119922792,7,0.701224625
KEN,KES,2020/12/1,110.593554,94.71995971,0.15493706,5.617393953,13.27328449,8.220337388,7,0.701224625
KEN,KES,2021/1/1,109.8300882,90.78388257,0.190452754,5.693761156,13.24550921,7.28789745,7,0.701224625
KEN,KES,2021/2/1,109.6827206,89.33226133,0.205229148,5.776879236,12.24801595,7.100068561,7,0.701224625
KEN,KES,2021/3/1,109.7297187,91.78647235,0.178555313,5.897902172,10.28009379,7.04452845,7,0.701224625
KEN,KES,2021/4/1,107.9451471,88.20981326,0.201904983,5.761247571,9.396772717,7.136137031,7,0.701224625
KEN,KES,2021/5/1,107.4289118,91.0256697,0.165687792,5.870680493,8.041555788,7.163109432,7,0.701224625
KEN,KES,2021/6/1,107.8086695,86.72886719,0.217571294,6.286472277,6.942716258,9.061523225,7,0.701224625
KEN,KES,2021/7/1,108.1442588,89.67508959,0.187273043,6.545616156,7.41412756,8.783350065,7,0.701224625
KEN,KES,2021/8/1,109.2394385,93.94969271,0.150782702,6.573440088,10.05551741,8.328501487,7,0.701224625
KEN,KES,2021/9/1,110.1516162,92.89734101,0.170362723,6.913758918,8.817631218,8.765574394,7,0.701224625
KEN,KES,2021/10/1,110.8618907,93.89089017,0.166151833,6.449840282,7.484380763,8.599684778,7,0.701224625
KEN,KES,2021/11/1,111.9171658,94.01005405,0.174357272,5.798691738,7.259019084,8.468933341,7,0.701224625
KEN,KES,2021/12/1,112.9133333,98.05656959,0.14107601,5.728447253,6.218815716,8.636975088,7,0.701224625
KEN,KES,2022/1/1,113.3809804,98.35792267,0.142140558,5.388272338,4.988433695,7.767496195,7,0.701224625
KEN,KES,2022/2/1,113.6617353,97.40471621,0.154352173,5.084481144,4.996211557,7.554634823,7,0.701224625
KEN,KES,2022/3/1,114.3157657,97.40949331,0.160040821,5.557422662,5.263753378,7.348478458,7,0.701224625
KEN,KES,2022/4/1,115.4033864,98.13317021,0.162108263,6.473152681,7.317268234,7.874028415,7,0.701224625
KEN,KES,2022/5/1,116.2843971,98.48310579,0.166153871,7.082740554,7.216796502,7.658364646,7,0.701224625
KEN,KES,2022/6/1,117.2902801,100.0709482,0.158772472,7.94694313,7.70458767,7.403192812,7.5,0.701224625
KEN,KES,2022/7/1,118.3227671,103.8630628,0.130342877,8.316746026,8.011180557,7.208696205,7.5,0.701224625
KEN,KES,2022/8/1,119.4471925,98.26442986,0.195212261,8.528322199,5.466728924,6.858724054,7.5,0.701224625
KEN,KES,2022/9/1,120.42,101.1810202,0.17407444,9.17539891,6.4671238,6.786707324,7.5,0.701224625
KEN,KES,2022/10/1,121.0307121,102.2691907,0.168435871,9.591084808,5.654922356,6.753760119,8.25,0.701224625
KEN,KES,2022/11/1,121.9001337,103.1748014,0.166777483,9.476066107,5.888782898,6.568081228,8.25,0.701224625
KEN,KES,2022/12/1,122.9345201,103.8496955,0.168707239,9.063644038,7.52712261,6.945231237,8.75,0.701224625
NGA,NGN,2019/1/1,361,367.7038881,-0.018400004,11.37408333,20.01286962,6.400099393,14,0.298775345
NGA,NGN,2019/2/1,360,336.090528,0.068723479,11.30585291,10.2699014,6.371345206,14,0.298775345
NGA,NGN,2019/3/1,360,332.4583036,0.079589582,11.25114957,17.01788373,6.739776787,13.5,0.298775345
NGA,NGN,2019/4/1,360,329.7174919,0.087867829,11.37206804,17.87322031,6.692022632,13.5,0.298775345
NGA,NGN,2019/5/1,361,322.8826194,0.111589109,11.39640477,14.38978506,6.755250886,13.5,0.298775345
NGA,NGN,2019/6/1,361,327.0878576,0.098649146,11.2173159,19.46167896,6.732945772,13.5,0.298775345
NGA,NGN,2019/7/1,360,327.1135215,0.09579676,11.08445702,20.60186533,6.616511209,13.5,0.298775345
NGA,NGN,2019/8/1,360,327.1291757,0.095748906,11.01590941,18.22276179,6.330245447,13.5,0.298775345
NGA,NGN,2019/9/1,360,325.7200058,0.100065897,11.24375478,12.4643474,6.124879948,13.5,0.298775345
NGA,NGN,2019/10/1,360,324.7735812,0.102975765,11.6069814,11.34577029,5.965240521,13.5,0.298775345
NGA,NGN,2019/11/1,360,310.2187174,0.148826443,11.85351776,14.47818491,5.842447667,13.5,0.298775345
NGA,NGN,2019/12/1,362,318.0915125,0.129305095,11.98156929,6.448631051,5.737024909,13.5,0.298775345
NGA,NGN,2020/1/1,362,319.5477482,0.124737503,12.13230577,2.52231501,6.175397848,13.5,0.298775345
NGA,NGN,2020/2/1,365,326.6397215,0.111039559,12.19853348,5.315050514,6.15420092,13.5,0.298775345
NGA,NGN,2020/3/1,380,335.1298318,0.125653238,12.2573248,6.855594348,5.66526062,13.5,0.298775345
NGA,NGN,2020/4/1,415,358.4205283,0.146571563,12.34146493,6.265453938,6.127351802,13.5,0.298775345
NGA,NGN,2020/5/1,445,374.2397953,0.173177526,12.40424879,5.706579745,6.08567784,12.5,0.298775345
NGA,NGN,2020/6/1,450,387.91075,0.148472295,12.55871969,3.853540132,6.012411998,12.5,0.298775345
NGA,NGN,2020/7/1,465,397.3500072,0.157219883,12.82071751,4.665260743,5.979602306,12.5,0.298775345
NGA,NGN,2020/8/1,475,424.3012322,0.112871148,13.21951352,3.808040937,5.96843113,12.5,0.298775345
NGA,NGN,2020/9/1,465,407.9775996,0.130825136,13.70662921,5.157417609,6.043669547,11.5,0.298775345
NGA,NGN,2020/10/1,462,418.9006711,0.097931061,14.23274274,3.082172953,5.979472548,11.5,0.298775345
NGA,NGN,2020/11/1,470,421.4094174,0.109127846,14.88726067,3.534109656,5.878524393,11.5,0.298775345
NGA,NGN,2020/12/1,475,419.4889908,0.124277522,15.75338665,11.63254564,6.134630393,11.5,0.298775345
NGA,NGN,2021/1/1,475,402.6986299,0.165126339,16.46634728,13.5055278,5.856934389,11.5,0.298775345
NGA,NGN,2021/2/1,480,414.331247,0.147120336,17.33489631,14.27688477,5.692295094,11.5,0.298775345
NGA,NGN,2021/3/1,485,405.4486277,0.179154714,18.17136774,8.228118492,5.804530925,11.5,0.298775345
NGA,NGN,2021/4/1,485,400.8948645,0.190449681,18.11673535,9.130952899,5.67048861,11.5,0.298775345
NGA,NGN,2021/5/1,495,404.0890039,0.202922602,17.93308194,10.86834535,5.649687007,11.5,0.298775345
NGA,NGN,2021/6/1,502,411.176954,0.199576453,17.75075726,10.46345642,5.453913395,11.5,0.298775345
NGA,NGN,2021/7/1,505,426.0190618,0.170074338,17.37710035,7.984692906,5.536688943,11.5,0.298775345
NGA,NGN,2021/8/1,515,428.1603304,0.184669172,17.00912657,13.36447446,5.945400003,11.5,0.298775345
NGA,NGN,2021/9/1,570,464.7783204,0.204075799,16.62986719,12.37706198,6.85847482,11.5,0.298775345
NGA,NGN,2021/10/1,572,467.3029819,0.202161161,15.99357982,14.51492978,6.817033619,11.5,0.298775345
NGA,NGN,2021/11/1,560,470.1746803,0.174832498,15.395702,15.27596568,6.682002295,11.5,0.298775345
NGA,NGN,2021/12/1,565,441.5113574,0.246621987,15.62548885,14.23741434,6.64114156,11.5,0.298775345
NGA,NGN,2022/1/1,570,447.7542171,0.241391902,15.60054454,14.34958124,6.128101365,11.5,0.298775345
NGA,NGN,2022/2/1,575,460.1135815,0.222896666,15.70244575,15.32016557,6.181960217,11.5,0.298775345
NGA,NGN,2022/3/1,585,472.2611831,0.214079661,15.91515318,20.08137746,5.913560458,11.5,0.298775345
NGA,NGN,2022/4/1,590,474.959912,0.216892132,16.81881234,20.4235714,6.00806031,11.5,0.298775345
NGA,NGN,2022/5/1,605,478.0740855,0.235462747,17.71179932,21.72140145,6.015237252,13,0.298775345
NGA,NGN,2022/6/1,615,480.1613063,0.247500166,18.5956158,23.76017133,5.9061485,13,0.298775345
NGA,NGN,2022/7/1,670,494.7030507,0.303320027,19.64302021,21.478478,5.969100822,14,0.298775345
NGA,NGN,2022/8/1,695,519.2386613,0.29154822,20.52484199,20.44601013,5.973667889,14,0.298775345
NGA,NGN,2022/9/1,720,544.3573505,0.279645287,20.77368821,21.96023866,5.651771749,15.5,0.298775345
NGA,NGN,2022/10/1,760,576.7226626,0.275956936,21.08711512,22.07278753,5.744208561,15.5,0.298775345
NGA,NGN,2022/11/1,780,616.988386,0.234443719,21.46563897,21.31676333,5.747316701,16.5,0.298775345
NGA,NGN,2022/12/1,745,558.5308428,0.288074377,21.34379452,17.42260517,5.507966763,16.5,0.298775345
PAK,PKR,2019/1/1,138.7971432,115.6549137,0.18240259,7.191174468,10.4777138,3.126739266,10,0.162561476
PAK,PKR,2019/2/1,138.6607763,132.1563608,0.048044719,8.21113034,9.347922502,3.091788257,10.25,0.162561476
PAK,PKR,2019/3/1,139.3283786,139.1190257,0.001503716,9.412031782,8.973969528,3.854865528,10.25,0.162561476
PAK,PKR,2019/4/1,141.2906295,127.0420606,0.106300754,8.820512821,9.587674104,3.328888459,10.75,0.162561476
PAK,PKR,2019/5/1,146.14765,141.3194287,0.033594632,9.112688554,9.154519087,3.03453311,12.25,0.162561476
PAK,PKR,2019/6/1,155.8689386,157.5462627,-0.01070363,8.884771484,10.30901702,2.879834119,12.25,0.162561476
PAK,PKR,2019/7/1,159.2367727,146.3745935,0.084223186,10.34090928,10.33054139,3.067347847,13.25,0.162561476
PAK,PKR,2019/8/1,158.2948,138.2919449,0.135092124,11.91943409,9.389538762,3.240774894,13.25,0.162561476
PAK,PKR,2019/9/1,156.2925,155.7274978,0.003621581,12.84577441,10.42926532,3.063567449,13.25,0.162561476
PAK,PKR,2019/10/1,156.05745,135.6504264,0.140143026,12.27038519,11.28239117,3.094073375,13.25,0.162561476
PAK,PKR,2019/11/1,155.4615595,111.8691329,0.329068763,13.65683251,10.38190673,3.442298509,13.25,0.162561476
PAK,PKR,2019/12/1,154.9984476,125.5739259,0.210520466,13.73607377,11.67302963,4.180133748,13.25,0.162561476
PAK,PKR,2020/1/1,154.7244227,130.4114085,0.170951482,14.84093318,11.07955669,4.7060033,13.25,0.162561476
PAK,PKR,2020/2/1,154.3341553,95.4543967,0.480471479,12.92358629,11.27748572,4.887799953,13.25,0.162561476
PAK,PKR,2020/3/1,158.9609786,123.3878417,0.253326175,11.38669053,13.09611394,4.395767661,11,0.162561476
PAK,PKR,2020/4/1,164.7164286,115.9312742,0.351227829,9.07574926,15.00048518,4.672457125,9,0.162561476
PAK,PKR,2020/5/1,160.3070625,120.0627746,0.289076389,8.576735752,16.19424814,4.002514814,8,0.162561476
PAK,PKR,2020/6/1,165.5377864,132.9617925,0.219137673,9.071011829,16.68073777,4.248428125,7,0.162561476
PAK,PKR,2020/7/1,166.9838905,128.8227632,0.259459813,9.300482309,16.83780444,4.656044737,7,0.162561476
PAK,PKR,2020/8/1,167.9571275,142.5103437,0.164294169,8.210726832,16.74721526,4.686319337,7,0.162561476
PAK,PKR,2020/9/1,166.0317455,147.4988345,0.118358734,9.032837139,16.51689891,4.558977326,7,0.162561476
PAK,PKR,2020/10/1,162.8699429,132.2190932,0.208491643,8.913571033,15.65303436,4.507246854,7,0.162561476
PAK,PKR,2020/11/1,159.3579728,130.8720417,0.196933008,8.346667235,16.38755525,4.817928212,7,0.162561476
PAK,PKR,2020/12/1,160.2802432,134.1045978,0.178303727,7.978206921,15.63270855,4.857247505,7,0.162561476
PAK,PKR,2021/1/1,160.355314,129.3769989,0.214661451,5.658774849,15.44588099,4.133995178,7,0.162561476
PAK,PKR,2021/2/1,159.2496887,136.0564026,0.157403815,8.699636599,15.24244837,4.146254393,7,0.162561476
PAK,PKR,2021/3/1,156.1419886,126.3295689,0.211871658,9.051560483,13.14486713,4.327334501,7,0.162561476
PAK,PKR,2021/4/1,153.3141786,127.0535765,0.187880411,11.10599305,12.11732946,4.88204853,7,0.162561476
PAK,PKR,2021/5/1,153.5398594,141.4810379,0.081794504,10.8631454,10.05816036,5.027613763,7,0.162561476
PAK,PKR,2021/6/1,156.4508909,139.9197902,0.111672834,9.65167586,10.84979685,5.031139863,7,0.162561476
PAK,PKR,2021/7/1,160.0319194,139.4801515,0.137450983,8.403874337,10.8221644,5.525193245,7,0.162561476
PAK,PKR,2021/8/1,164.4306325,152.0789159,0.078089225,8.353517181,10.57104574,6.200815431,7,0.162561476
PAK,PKR,2021/9/1,168.377175,160.2577649,0.049423002,8.981029698,10.99230771,5.926634245,7.25,0.162561476
PAK,PKR,2021/10/1,171.951135,156.1586343,0.096337961,9.196823925,9.641412508,5.341479931,7.25,0.162561476
PAK,PKR,2021/11/1,173.4762455,171.999512,0.008549037,11.53362167,9.580175887,5.002273765,8.75,0.162561476
PAK,PKR,2021/12/1,177.5560174,164.6000053,0.07576783,12.2817879,10.41935806,5.460387868,9.75,0.162561476
PAK,PKR,2022/1/1,176.533645,165.4451352,0.064871851,12.9637594,9.370136672,4.543118764,9.75,0.162561476
PAK,PKR,2022/2/1,175.681995,173.1110182,0.014742402,12.24099746,8.304688385,4.766260575,9.75,0.162561476
PAK,PKR,2022/3/1,179.9008091,167.7546497,0.069903145,12.72420966,9.229572196,3.603383842,9.75,0.162561476
PAK,PKR,2022/4/1,184.8456783,170.9649219,0.078062905,13.37189641,9.402621175,3.184421309,12.25,0.162561476
PAK,PKR,2022/5/1,196.0811167,185.4746634,0.055610147,13.7593823,10.28938062,2.956763222,13.75,0.162561476
PAK,PKR,2022/6/1,204.8096,197.3330182,0.037188018,21.32489998,9.926885768,2.958613512,13.75,0.162561476
PAK,PKR,2022/7/1,220.4176824,189.1008151,0.153244017,24.93407,10.25727868,2.47921821,15,0.162561476
PAK,PKR,2022/8/1,220.8838595,195.0242438,0.124513163,27.25760159,10.74628214,2.555025163,15,0.162561476
PAK,PKR,2022/9/1,230.9444818,219.7004222,0.049912442,23.1763448,10.40631561,2.296158976,15,0.162561476
PAK,PKR,2022/10/1,220.6893667,213.2324721,0.034373144,26.56440494,11.40949596,2.585711951,15,0.162561476
PAK,PKR,2022/11/1,222.5983857,212.6845846,0.045558942,23.83661899,10.64025781,2.294969469,16,0.162561476
PAK,PKR,2022/12/1,225.0196295,214.3888836,0.048396061,24.46833165,7.411518601,1.643136244,16,0.162561476
PER,PEN,2019/1/1,3.343863636,3.239609991,0.031673966,2.360030128,4.756999084,25.8562116,2.75,1
PER,PEN,2019/2/1,3.321475,3.340928951,-0.005839936,2.211281709,5.241535953,26.20166153,2.75,1
PER,PEN,2019/3/1,3.304690476,3.125943158,0.055606767,2.391430707,6.596041539,26.12043118,2.75,1
PER,PEN,2019/4/1,3.303825,3.168824959,0.041720044,2.751912205,7.635435331,26.88165647,2.75,1
PER,PEN,2019/5/1,3.332363636,3.126184804,0.063868504,2.792321117,6.179324117,27.49870737,2.75,1
PER,PEN,2019/6/1,3.32565,3.176754094,0.045805193,2.368530021,7.163519652,27.57450764,2.75,1
PER,PEN,2019/7/1,3.290214286,3.151846326,0.042964279,2.202425142,6.736170608,27.61162336,2.75,1
PER,PEN,2019/8/1,3.37938,3.207818778,0.052101063,2.149386478,9.988224188,28.24660851,2.5,1
PER,PEN,2019/9/1,3.358195238,3.27473399,0.025167057,1.988986603,10.36905989,28.05447685,2.5,1
PER,PEN,2019/10/1,3.36007619,3.2247655,0.041103415,2.00295518,9.910823546,28.09971448,2.5,1
PER,PEN,2019/11/1,3.372715,3.372552687,4.81E-05,1.950659782,9.723650902,27.58855103,2.25,1
PER,PEN,2019/12/1,3.354738095,3.347257663,0.002232301,1.873363874,8.318375914,28.23123403,2.25,1
PER,PEN,2020/1/1,3.327363636,3.209344899,0.036113455,1.864115771,19.99611812,31.81504579,2.25,1
PER,PEN,2020/2/1,3.39035,3.15097146,0.073222356,1.836884644,21.55238474,31.49160524,2.25,1
PER,PEN,2020/3/1,3.491363636,3.266233603,0.066654869,1.776011678,22.347369,31.66494673,1.25,1
PER,PEN,2020/4/1,3.3975,3.096659375,0.092715958,1.966178493,26.46425197,34.26234043,0.25,1
PER,PEN,2020/5/1,3.42115,3.203292738,0.06579749,1.89182634,34.53749135,34.11816189,0.25,1
PER,PEN,2020/6/1,3.470166667,3.306913664,0.048187297,1.771701319,36.44842374,33.13054545,0.25,1
PER,PEN,2020/7/1,3.516568182,3.206582668,0.092279785,2.15496368,39.36082984,34.50325038,0.25,1
PER,PEN,2020/8/1,3.563928571,3.333028428,0.066982139,2.13640761,35.51178801,34.60756728,0.25,1
PER,PEN,2020/9/1,3.554909091,3.345440077,0.060731243,2.256426787,35.45376622,33.52590359,0.25,1
PER,PEN,2020/10/1,3.595613636,3.473787725,0.034469106,1.987767584,36.30093408,33.59851797,0.25,1
PER,PEN,2020/11/1,3.607761905,3.472691185,0.038157758,2.226867112,35.636483,33.30568917,0.25,1
PER,PEN,2020/12/1,3.602619048,3.610419855,-0.002162975,2.152091865,38.28529603,34.69481478,0.25,1
PER,PEN,2021/1/1,3.624575,3.596960164,0.00764795,2.921582792,27.29255569,32.43303431,0.25,1
PER,PEN,2021/2/1,3.645275,3.427364644,0.061640168,2.78980279,20.46940373,32.29383407,0.25,1
PER,PEN,2021/3/1,3.708152174,3.421284675,0.08051757,2.940239044,18.88943785,33.99383058,0.25,1
PER,PEN,2021/4/1,3.69945,3.476672284,0.062108564,2.563085225,14.59869282,32.74828815,0.25,1
PER,PEN,2021/5/1,3.773547619,3.481892915,0.080439485,2.77711656,6.484233037,30.92962635,0.25,1
PER,PEN,2021/6/1,3.910309524,3.751200744,0.041540546,3.513513514,3.878526803,30.48131269,0.25,1
PER,PEN,2021/7/1,3.94005,3.567276834,0.0993909,3.950383187,2.926167846,30.07910014,0.25,1
PER,PEN,2021/8/1,4.086190476,3.779371189,0.078055468,4.956981609,2.800633118,31.54974174,0.5,1
PER,PEN,2021/9/1,4.107477273,4.043926895,0.015592814,5.382614863,6.94693042,32.27167511,1,1
PER,PEN,2021/10/1,4.01505,3.742139943,0.070392176,6.131144954,5.357868899,31.62271054,1.5,1
PER,PEN,2021/11/1,4.019595238,3.611983772,0.106924068,6.244101919,4.223211557,33.23355429,2,1
PER,PEN,2021/12/1,4.036977273,3.686591386,0.090793925,6.988444305,2.880139916,33.31169955,2.5,1
PER,PEN,2022/1/1,3.889285714,3.604884237,0.075935861,6.329790626,-0.327823829,30.30071063,3,1
PER,PEN,2022/2/1,3.7908,3.587099736,0.055233075,6.670103308,3.643964962,30.15446932,3.5,1
PER,PEN,2022/3/1,3.738782609,3.29735562,0.125639233,7.4535227,2.330873094,29.55192069,4,1
PER,PEN,2022/4/1,3.739736842,3.214694737,0.151282842,8.617578061,3.211384197,29.80618973,4.5,1
PER,PEN,2022/5/1,3.757545455,3.441355566,0.087900486,8.776733635,3.88551873,29.93057658,5,1
PER,PEN,2022/6/1,3.747142857,3.33355556,0.116954175,9.320121209,4.413147281,28.78669963,5.5,1
PER,PEN,2022/7/1,3.902184211,3.509816277,0.105972757,9.277008699,4.488287495,29.16632796,6,1
PER,PEN,2022/8/1,3.873795455,3.633664133,0.063993222,8.798103597,3.596498767,29.06882313,6.5,1
PER,PEN,2022/9/1,3.897704545,3.774921504,0.032008213,8.788988769,1.804137298,29.22421278,6.75,1
PER,PEN,2022/10/1,3.978714286,3.491544508,0.130614533,8.643798012,3.809809166,29.08052034,7,1
PER,PEN,2022/11/1,3.877309524,2.875405178,0.298947896,8.643934853,7.354006808,28.94092514,7.25,1
PER,PEN,2022/12/1,3.829175,3.950883581,-0.03128987,8.562161174,9.31212092,28.32663881,7.5,1
PHL,PHP,2019/1/1,52.46790909,48.46370788,0.079386501,4.423868313,6.990156051,19.65908606,4.75,0.446164638
PHL,PHP,2019/2/1,52.19005556,53.94492998,-0.033071741,3.779366701,6.528805905,19.74970751,4.75,0.446164638
PHL,PHP,2019/3/1,52.4134286,34.45507904,0.419506411,3.353658537,6.02954766,20.00919526,4.75,0.446164638
PHL,PHP,2019/4/1,52.11222222,32.36860183,0.476210639,3.238866397,6.957461989,20.10306817,4.75,0.446164638
PHL,PHP,2019/5/1,52.262,42.0317716,0.217843731,3.232323232,6.085702955,20.44064842,4.5,0.446164638
PHL,PHP,2019/6/1,51.80294444,34.89106781,0.39521613,2.716297787,6.367032748,20.41161969,4.5,0.446164638
PHL,PHP,2019/7/1,51.14286957,44.44086248,0.140463708,2.195608782,6.596817042,20.47642492,4.5,0.446164638
PHL,PHP,2019/8/1,52.05473684,40.22820638,0.257727396,1.384767557,6.353478783,20.70338815,4.25,0.446164638
PHL,PHP,2019/9/1,52.10519048,44.56158978,0.156392297,0.489715965,6.898373348,20.58416758,4,0.446164638
PHL,PHP,2019/10/1,51.50417391,45.22004529,0.130122383,0.586510264,7.289407988,20.65091248,4,0.446164638
PHL,PHP,2019/11/1,50.72675,33.82296752,0.405313301,1.176470588,8.301972861,20.75555476,4,0.446164638
PHL,PHP,2019/12/1,50.76711111,44.74310475,0.126311377,2.366863905,9.843921639,21.18332913,4,0.446164638
PHL,PHP,2020/1/1,50.83857143,40.44817251,0.228633883,2.955665025,10.71945545,21.79750162,4,0.446164638
PHL,PHP,2020/2/1,50.74478947,30.68034347,0.50318677,2.460629921,9.709865419,22.16195691,3.75,0.446164638
PHL,PHP,2020/3/1,50.90357143,42.96933052,0.169446469,2.163225172,12.04036199,22.34841669,3.25,0.446164638
PHL,PHP,2020/4/1,50.7349,42.17459547,0.184796,1.764705882,14.50684735,22.92271504,2.75,0.446164638
PHL,PHP,2020/5/1,50.55557895,45.24829044,0.110908415,1.56555773,14.91705519,23.57207782,2.75,0.446164638
PHL,PHP,2020/6/1,50.0972381,42.58890341,0.162372143,2.252693438,13.00517932,23.62232329,2.25,0.446164638
PHL,PHP,2020/7/1,49.46754545,41.59425648,0.173354715,2.44140625,13.03326164,23.77460928,2.25,0.446164638
PHL,PHP,2020/8/1,48.84331579,49.1118133,-0.005482065,2.243902439,12.16905253,24.02642967,2.25,0.446164638
PHL,PHP,2020/9/1,48.50568182,43.96607482,0.098262632,2.2417154,11.06404497,24.56076377,2.25,0.446164638
PHL,PHP,2020/10/1,48.48218182,42.64340144,0.128323798,2.332361516,10.54283249,25.47454339,2.25,0.446164638
PHL,PHP,2020/11/1,48.25205556,44.24177531,0.086768944,3.003875969,9.547678107,26.00347832,2,0.446164638
PHL,PHP,2020/12/1,48.06372222,45.00383336,0.065780005,3.275529865,8.657732059,27.23201421,2,0.446164638
PHL,PHP,2021/1/1,48.0614,43.3260924,0.103724311,3.732057416,7.714977281,24.86286748,2,0.446164638
PHL,PHP,2021/2/1,48.20416667,43.10039286,0.111913351,4.226705091,8.117414097,24.35777079,2,0.446164638
PHL,PHP,2021/3/1,48.57430435,44.0150861,0.098562233,4.138594803,6.426033783,24.19991108,2,0.446164638
PHL,PHP,2021/4/1,48.462,45.95737332,0.053065686,4.142581888,3.843238295,24.96775387,2,0.446164638
PHL,PHP,2021/5/1,47.95515,46.09496497,0.039562475,4.142581888,3.464650531,24.70150128,2,0.446164638
PHL,PHP,2021/6/1,48.12472727,45.35461991,0.059284082,3.735632184,5.690030291,24.58536163,2,0.446164638
PHL,PHP,2021/7/1,49.94295238,49.10848468,0.016849578,3.717826501,5.149113444,24.86828742,2,0.446164638
PHL,PHP,2021/8/1,50.23433333,48.86605637,0.027615712,4.389312977,6.364609588,25.0730337,2,0.446164638
PHL,PHP,2021/9/1,50.14213636,47.63834496,0.051223696,4.194470925,7.830278476,24.80358403,2,0.446164638
PHL,PHP,2021/10/1,50.74914286,47.09708571,0.074683604,3.988603989,7.891219916,25.06402078,2,0.446164638
PHL,PHP,2021/11/1,50.35705,44.95138623,0.113557029,3.668861712,8.164909659,25.05036559,2,0.446164638
PHL,PHP,2021/12/1,50.24780952,45.42358619,0.100935465,3.078358209,7.980268434,25.23850604,2,0.446164638
PHL,PHP,2022/1/1,51.23528571,44.9893743,0.130002133,3.044280443,8.507417725,24.35637114,2,0.446164638
PHL,PHP,2022/2/1,51.28066667,43.47074712,0.165225581,3.041474654,8.721990941,24.28972605,2,0.446164638
PHL,PHP,2022/3/1,52.07395652,45.22054786,0.141113367,3.974121996,8.301038415,24.21307302,2,0.446164638
PHL,PHP,2022/4/1,51.976,45.33616965,0.136676913,4.902867715,7.944387823,23.77204969,2,0.446164638
PHL,PHP,2022/5/1,52.36175,44.51302812,0.16239445,5.365402405,7.670314172,23.4003621,2.25,0.446164638
PHL,PHP,2022/6/1,53.56854545,47.98805495,0.110009933,6.094182825,8.293674269,22.73189995,2.5,0.446164638
PHL,PHP,2022/7/1,55.89252381,46.24382536,0.18950268,6.433823529,7.876000196,22.52422539,3.25,0.446164638
PHL,PHP,2022/8/1,55.75009524,49.2766128,0.123429536,6.307129799,7.556300663,21.98800049,3.75,0.446164638
PHL,PHP,2022/9/1,57.4337619,48.16685777,0.17596113,6.861848124,6.784508659,20.94359401,4.25,0.446164638
PHL,PHP,2022/10/1,58.8247,49.38097008,0.174996706,7.671232877,7.167845078,21.20632266,4.25,0.446164638
PHL,PHP,2022/11/1,57.65225,50.194975,0.138514353,7.985480944,7.17801547,21.30878835,5,0.446164638
PHL,PHP,2022/12/1,55.68389474,48.3930893,0.140333942,8.054298643,7.820339239,21.47880558,5.5,0.446164638
VNM,VND,2019/1/1,22850.7,22581.71396,0.011841289,2.56297196,14.36,17.89392686,6.25,0.417621493
VNM,VND,2019/2/1,22902.78,22480.60308,0.018605449,2.638727913,11.61,18.28787527,6.25,0.417621493
VNM,VND,2019/3/1,22952.73,19514.30129,0.162289288,2.699962739,11.23,18.79819785,6.25,0.417621493
